uid,signup_dt,auth_type,device,dt
21640335,6/1/16,C,1,3/5/17
21640335,6/1/16,C,1,11/19/16
21640335,6/1/16,C,1,2/24/17
21640335,6/1/16,C,1,11/13/16
21640335,6/1/16,C,1,6/15/16
21640335,6/1/16,C,1,1/22/17
21640335,6/1/16,C,1,4/26/17
21640335,6/1/16,C,1,6/1/16
21640335,6/1/16,C,1,10/23/16
21640335,6/1/16,C,1,6/9/16
21640335,6/1/16,C,1,11/20/16
21640335,6/1/16,C,1,8/21/16
21640335,6/1/16,C,1,7/19/16
21640335,6/1/16,C,1,4/4/17
21640335,6/1/16,C,1,4/6/17
21640335,6/1/16,C,1,11/5/16
21640335,6/1/16,C,1,1/2/17
21640335,6/1/16,C,1,7/16/16
21640590,6/1/16,A,6,9/9/16
21640590,6/1/16,A,6,8/7/16
21640590,6/1/16,A,6,8/5/16
21640590,6/1/16,A,6,8/10/16
21640590,6/1/16,A,6,6/1/16
21641487,6/1/16,A,5,6/1/16
21641487,6/1/16,A,5,6/29/16
21641487,6/1/16,A,5,7/4/16
21641487,6/1/16,A,5,7/2/16
21641487,6/1/16,A,5,7/6/16
21641487,6/1/16,A,5,3/25/17
21641487,6/1/16,A,5,6/26/16
21641487,6/1/16,A,5,7/16/16
21641487,6/1/16,A,5,6/27/16
21641616,6/1/16,C,1,6/2/16
21641616,6/1/16,C,1,6/7/16
21641616,6/1/16,C,1,7/15/16
21641616,6/1/16,C,1,6/4/16
21641616,6/1/16,C,1,6/17/16
21641616,6/1/16,C,1,6/1/16
21641616,6/1/16,C,1,6/3/16
21641616,6/1/16,C,1,6/13/16
21641698,6/1/16,C,1,6/6/16
21641698,6/1/16,C,1,8/4/16
21641698,6/1/16,C,1,6/12/16
21641698,6/1/16,C,1,6/9/16
21641698,6/1/16,C,1,6/17/16
21641698,6/1/16,C,1,6/15/16
21641698,6/1/16,C,1,6/10/16
21641698,6/1/16,C,1,6/3/16
21641698,6/1/16,C,1,6/1/16
21641698,6/1/16,C,1,6/4/16
21641698,6/1/16,C,1,7/3/16
21641698,6/1/16,C,1,6/7/16
21641698,6/1/16,C,1,8/9/16
21641698,6/1/16,C,1,6/14/16
21641698,6/1/16,C,1,6/13/16
21641698,6/1/16,C,1,6/5/16
21641698,6/1/16,C,1,6/11/16
21641698,6/1/16,C,1,6/8/16
21641698,6/1/16,C,1,6/16/16
21641698,6/1/16,C,1,8/8/16
21642304,6/1/16,C,7,6/1/16
21642304,6/1/16,C,7,9/28/16
21642304,6/1/16,C,7,7/18/16
21643573,6/1/16,C,1,6/1/16
21643573,6/1/16,C,1,7/1/16
21643573,6/1/16,C,1,8/22/16
21643573,6/1/16,C,1,8/5/16
21643573,6/1/16,C,1,3/29/17
21643573,6/1/16,C,1,11/2/16
21643573,6/1/16,C,1,7/5/16
21643573,6/1/16,C,1,6/6/16
21643573,6/1/16,C,1,11/3/16
21643573,6/1/16,C,1,11/30/16
21643573,6/1/16,C,1,10/5/16
21644604,6/1/16,C,6,6/2/16
21644604,6/1/16,C,6,6/1/16
21644858,6/1/16,C,1,7/28/16
21644858,6/1/16,C,1,6/9/16
21644858,6/1/16,C,1,1/8/17
21644858,6/1/16,C,1,6/6/16
21644858,6/1/16,C,1,6/1/16
21644858,6/1/16,C,1,6/3/16
21644858,6/1/16,C,1,4/24/17
21644858,6/1/16,C,1,7/29/16
21644858,6/1/16,C,1,12/17/16
21644858,6/1/16,C,1,12/18/16
21644858,6/1/16,C,1,6/16/16
21644858,6/1/16,C,1,12/14/16
21644858,6/1/16,C,1,6/14/16
21645582,6/1/16,C,6,1/29/17
21645582,6/1/16,C,6,8/21/16
21645582,6/1/16,C,6,8/31/16
21645582,6/1/16,C,6,6/20/16
21645582,6/1/16,C,6,6/5/16
21645582,6/1/16,C,6,1/15/17
21645582,6/1/16,C,6,6/25/16
21645582,6/1/16,C,6,6/17/16
21645582,6/1/16,C,6,9/9/16
21645582,6/1/16,C,6,1/8/17
21645582,6/1/16,C,6,1/16/17
21645582,6/1/16,C,6,9/28/16
21645582,6/1/16,C,6,11/5/16
21645582,6/1/16,C,6,6/1/16
21645582,6/1/16,C,6,6/21/16
21645582,6/1/16,C,6,8/17/16
21645582,6/1/16,C,6,6/4/16
21645582,6/1/16,C,6,11/27/16
21645582,6/1/16,C,6,6/2/16
21645582,6/1/16,C,6,9/11/16
21645582,6/1/16,C,6,8/29/16
21645833,6/1/16,C,6,7/12/16
21645833,6/1/16,C,6,3/17/17
21645833,6/1/16,C,6,1/23/17
21645833,6/1/16,C,6,7/6/16
21645833,6/1/16,C,6,6/16/16
21645833,6/1/16,C,6,3/30/17
21645833,6/1/16,C,6,7/7/16
21645833,6/1/16,C,6,6/5/16
21645833,6/1/16,C,6,6/20/16
21645833,6/1/16,C,6,6/17/16
21645833,6/1/16,C,6,7/8/16
21645833,6/1/16,C,6,6/1/16
21645833,6/1/16,C,6,3/20/17
21645833,6/1/16,C,6,8/17/16
21645833,6/1/16,C,6,6/6/16
21645833,6/1/16,C,6,1/25/17
21645833,6/1/16,C,6,6/24/16
21645833,6/1/16,C,6,10/20/16
21645833,6/1/16,C,6,11/7/16
21645833,6/1/16,C,6,3/15/17
21645833,6/1/16,C,6,10/19/16
21645994,6/1/16,A,6,6/1/16
21645994,6/1/16,A,6,6/26/16
21645994,6/1/16,A,6,6/30/16
21645994,6/1/16,A,6,8/24/16
21645994,6/1/16,A,6,6/22/16
21645994,6/1/16,A,6,6/5/16
21645994,6/1/16,A,6,6/13/16
21647003,6/1/16,C,1,6/1/16
21647003,6/1/16,C,1,6/2/16
21647237,6/1/16,A,2,6/3/16
21647237,6/1/16,A,2,6/5/16
21647237,6/1/16,A,2,11/11/16
21647237,6/1/16,A,2,6/1/16
21647309,6/1/16,C,5,3/1/17
21647309,6/1/16,C,5,8/19/16
21647309,6/1/16,C,5,1/28/17
21647309,6/1/16,C,5,8/5/16
21647309,6/1/16,C,5,9/10/16
21647309,6/1/16,C,5,2/13/17
21647309,6/1/16,C,5,7/26/16
21647309,6/1/16,C,5,7/17/16
21647309,6/1/16,C,5,8/25/16
21647309,6/1/16,C,5,3/10/17
21647309,6/1/16,C,5,9/17/16
21647309,6/1/16,C,5,7/4/16
21647309,6/1/16,C,5,3/15/17
21647309,6/1/16,C,5,7/3/16
21647309,6/1/16,C,5,6/19/16
21647309,6/1/16,C,5,7/1/16
21647309,6/1/16,C,5,7/10/16
21647309,6/1/16,C,5,4/14/17
21647309,6/1/16,C,5,8/28/16
21647309,6/1/16,C,5,7/30/16
21647309,6/1/16,C,5,8/8/16
21647309,6/1/16,C,5,7/21/16
21647309,6/1/16,C,5,10/7/16
21647309,6/1/16,C,5,8/13/16
21647309,6/1/16,C,5,6/29/16
21647309,6/1/16,C,5,7/22/16
21647309,6/1/16,C,5,7/15/16
21647309,6/1/16,C,5,3/21/17
21647309,6/1/16,C,5,2/12/17
21647309,6/1/16,C,5,3/19/17
21647309,6/1/16,C,5,8/15/16
21647309,6/1/16,C,5,10/21/16
21647309,6/1/16,C,5,7/27/16
21647309,6/1/16,C,5,8/11/16
21647309,6/1/16,C,5,3/2/17
21647309,6/1/16,C,5,3/16/17
21647309,6/1/16,C,5,2/26/17
21647309,6/1/16,C,5,3/7/17
21647309,6/1/16,C,5,7/16/16
21647309,6/1/16,C,5,7/14/16
21647309,6/1/16,C,5,10/24/16
21647309,6/1/16,C,5,7/2/16
21647309,6/1/16,C,5,6/9/16
21647309,6/1/16,C,5,6/21/16
21647309,6/1/16,C,5,8/21/16
21647309,6/1/16,C,5,8/9/16
21647309,6/1/16,C,5,8/4/16
21647309,6/1/16,C,5,8/12/16
21647309,6/1/16,C,5,11/7/16
21647309,6/1/16,C,5,11/22/16
21647309,6/1/16,C,5,8/17/16
21647309,6/1/16,C,5,8/18/16
21647309,6/1/16,C,5,6/1/16
21647309,6/1/16,C,5,6/6/16
21647309,6/1/16,C,5,2/23/17
21647309,6/1/16,C,5,7/11/16
21647309,6/1/16,C,5,7/28/16
21647309,6/1/16,C,5,6/30/16
21647309,6/1/16,C,5,2/21/17
21647309,6/1/16,C,5,7/13/16
21647309,6/1/16,C,5,12/3/16
21647309,6/1/16,C,5,7/25/16
21647309,6/1/16,C,5,4/1/17
21647309,6/1/16,C,5,8/29/16
21647309,6/1/16,C,5,11/19/16
21647309,6/1/16,C,5,2/11/17
21647309,6/1/16,C,5,6/5/16
21647309,6/1/16,C,5,3/8/17
21647309,6/1/16,C,5,12/10/16
21647309,6/1/16,C,5,12/17/16
21647309,6/1/16,C,5,12/6/16
21647309,6/1/16,C,5,7/31/16
21647309,6/1/16,C,5,11/27/16
21647309,6/1/16,C,5,6/4/16
21648465,6/1/16,C,4,6/5/16
21648465,6/1/16,C,4,11/6/16
21648465,6/1/16,C,4,8/7/16
21648465,6/1/16,C,4,9/4/16
21648465,6/1/16,C,4,1/29/17
21648465,6/1/16,C,4,6/2/16
21648465,6/1/16,C,4,7/6/16
21648465,6/1/16,C,4,6/21/16
21648465,6/1/16,C,4,10/31/16
21648465,6/1/16,C,4,9/5/16
21648465,6/1/16,C,4,6/1/16
21648465,6/1/16,C,4,11/8/16
21648465,6/1/16,C,4,10/6/16
21648465,6/1/16,C,4,6/4/16
21648465,6/1/16,C,4,11/20/16
21648465,6/1/16,C,4,6/9/16
21648465,6/1/16,C,4,8/24/16
21648465,6/1/16,C,4,8/1/16
21648465,6/1/16,C,4,9/10/16
21648465,6/1/16,C,4,9/7/16
21648465,6/1/16,C,4,7/5/16
21648465,6/1/16,C,4,8/30/16
21648465,6/1/16,C,4,6/3/16
21648822,6/1/16,C,6,6/6/16
21648822,6/1/16,C,6,6/1/16
21648822,6/1/16,C,6,6/4/16
21648822,6/1/16,C,6,6/13/16
21648968,6/1/16,C,6,6/1/16
21649053,6/1/16,C,1,6/1/16
21649132,6/1/16,A,5,6/2/16
21649132,6/1/16,A,5,7/14/16
21649132,6/1/16,A,5,6/1/16
21649132,6/1/16,A,5,6/29/16
21649132,6/1/16,A,5,6/10/16
21649132,6/1/16,A,5,7/2/16
21649132,6/1/16,A,5,7/13/16
21649132,6/1/16,A,5,7/27/16
21635880,6/1/16,C,5,6/7/16
21635880,6/1/16,C,5,3/26/17
21635880,6/1/16,C,5,3/9/17
21635880,6/1/16,C,5,12/3/16
21635880,6/1/16,C,5,7/14/16
21635880,6/1/16,C,5,10/5/16
21635880,6/1/16,C,5,6/22/16
21635880,6/1/16,C,5,11/30/16
21635880,6/1/16,C,5,6/2/16
21635880,6/1/16,C,5,7/6/16
21635880,6/1/16,C,5,7/29/16
21635880,6/1/16,C,5,4/25/17
21635880,6/1/16,C,5,1/24/17
21635880,6/1/16,C,5,9/17/16
21635880,6/1/16,C,5,6/14/16
21635880,6/1/16,C,5,12/2/16
21635880,6/1/16,C,5,1/26/17
21635880,6/1/16,C,5,7/1/16
21635880,6/1/16,C,5,8/13/16
21635880,6/1/16,C,5,10/7/16
21635880,6/1/16,C,5,9/18/16
21635880,6/1/16,C,5,9/26/16
21635880,6/1/16,C,5,6/3/16
21635880,6/1/16,C,5,11/29/16
21635880,6/1/16,C,5,8/2/16
21635880,6/1/16,C,5,7/7/16
21635880,6/1/16,C,5,6/24/16
21635880,6/1/16,C,5,6/26/16
21635880,6/1/16,C,5,8/7/16
21635880,6/1/16,C,5,6/11/16
21635880,6/1/16,C,5,6/21/16
21635880,6/1/16,C,5,4/17/17
21635880,6/1/16,C,5,6/23/16
21635880,6/1/16,C,5,8/12/16
21635880,6/1/16,C,5,10/6/16
21635880,6/1/16,C,5,9/15/16
21635880,6/1/16,C,5,7/20/16
21635880,6/1/16,C,5,6/1/16
21635880,6/1/16,C,5,9/11/16
21635880,6/1/16,C,5,10/1/16
21635880,6/1/16,C,5,12/1/16
21635880,6/1/16,C,5,6/10/16
21638401,6/1/16,C,6,8/1/16
21638401,6/1/16,C,6,8/24/16
21638401,6/1/16,C,6,6/1/16
21638401,6/1/16,C,6,7/31/16
21638401,6/1/16,C,6,6/2/16
21638401,6/1/16,C,6,1/9/17
21639901,6/1/16,C,1,10/24/16
21639901,6/1/16,C,1,6/10/16
21639901,6/1/16,C,1,9/17/16
21639901,6/1/16,C,1,6/26/16
21639901,6/1/16,C,1,6/3/16
21639901,6/1/16,C,1,6/12/16
21639901,6/1/16,C,1,6/30/16
21639901,6/1/16,C,1,10/18/16
21639901,6/1/16,C,1,6/24/16
21639901,6/1/16,C,1,6/13/16
21639901,6/1/16,C,1,10/3/16
21639901,6/1/16,C,1,1/30/17
21639901,6/1/16,C,1,6/1/16
21639901,6/1/16,C,1,7/17/16
21639901,6/1/16,C,1,2/1/17
21639901,6/1/16,C,1,9/19/16
21639901,6/1/16,C,1,8/28/16
21639901,6/1/16,C,1,9/9/16
21639901,6/1/16,C,1,2/10/17
21639901,6/1/16,C,1,6/15/16
21639901,6/1/16,C,1,12/5/16
21639901,6/1/16,C,1,1/29/17
21639901,6/1/16,C,1,2/22/17
21639901,6/1/16,C,1,2/20/17
21640512,6/1/16,C,1,6/30/16
21640512,6/1/16,C,1,9/18/16
21640512,6/1/16,C,1,1/11/17
21640512,6/1/16,C,1,7/13/16
21640512,6/1/16,C,1,12/7/16
21640512,6/1/16,C,1,6/3/16
21640512,6/1/16,C,1,3/9/17
21640512,6/1/16,C,1,6/25/16
21640512,6/1/16,C,1,6/2/16
21640512,6/1/16,C,1,7/10/16
21640512,6/1/16,C,1,6/19/16
21640512,6/1/16,C,1,11/1/16
21640512,6/1/16,C,1,8/25/16
21640512,6/1/16,C,1,6/1/16
21640512,6/1/16,C,1,7/4/16
21641143,6/1/16,C,1,11/14/16
21641143,6/1/16,C,1,12/21/16
21641143,6/1/16,C,1,10/10/16
21641143,6/1/16,C,1,6/6/16
21641143,6/1/16,C,1,7/3/16
21641143,6/1/16,C,1,10/14/16
21641143,6/1/16,C,1,11/30/16
21641143,6/1/16,C,1,7/9/16
21641143,6/1/16,C,1,12/1/16
21641143,6/1/16,C,1,6/1/16
21642738,6/1/16,A,6,1/15/17
21642738,6/1/16,A,6,2/14/17
21642738,6/1/16,A,6,8/7/16
21642738,6/1/16,A,6,11/23/16
21642738,6/1/16,A,6,1/2/17
21642738,6/1/16,A,6,10/2/16
21642738,6/1/16,A,6,6/5/16
21642738,6/1/16,A,6,10/16/16
21642738,6/1/16,A,6,9/23/16
21642738,6/1/16,A,6,1/4/17
21642738,6/1/16,A,6,12/14/16
21642738,6/1/16,A,6,12/28/16
21642738,6/1/16,A,6,2/13/17
21642738,6/1/16,A,6,2/2/17
21642738,6/1/16,A,6,7/26/16
21642738,6/1/16,A,6,12/20/16
21642738,6/1/16,A,6,7/6/16
21642738,6/1/16,A,6,12/18/16
21642738,6/1/16,A,6,10/12/16
21642738,6/1/16,A,6,11/22/16
21642738,6/1/16,A,6,9/7/16
21642738,6/1/16,A,6,9/28/16
21642738,6/1/16,A,6,9/8/16
21642738,6/1/16,A,6,11/28/16
21642738,6/1/16,A,6,10/26/16
21642738,6/1/16,A,6,8/24/16
21642738,6/1/16,A,6,6/3/16
21642738,6/1/16,A,6,7/25/16
21642738,6/1/16,A,6,6/15/16
21642738,6/1/16,A,6,4/26/17
21642738,6/1/16,A,6,11/9/16
21642738,6/1/16,A,6,9/21/16
21642738,6/1/16,A,6,2/12/17
21642738,6/1/16,A,6,10/1/16
21642738,6/1/16,A,6,2/26/17
21642738,6/1/16,A,6,1/1/17
21642738,6/1/16,A,6,6/1/16
21642738,6/1/16,A,6,1/22/17
21642738,6/1/16,A,6,12/12/16
21642738,6/1/16,A,6,9/5/16
21642738,6/1/16,A,6,12/4/16
21644570,6/1/16,C,1,9/13/16
21644570,6/1/16,C,1,9/23/16
21644570,6/1/16,C,1,8/18/16
21644570,6/1/16,C,1,8/23/16
21644570,6/1/16,C,1,11/16/16
21644570,6/1/16,C,1,6/15/16
21644570,6/1/16,C,1,6/1/16
21644570,6/1/16,C,1,8/15/16
21644570,6/1/16,C,1,3/22/17
21644570,6/1/16,C,1,6/17/16
21644570,6/1/16,C,1,7/22/16
21644570,6/1/16,C,1,12/28/16
21644570,6/1/16,C,1,10/21/16
21644570,6/1/16,C,1,4/14/17
21644570,6/1/16,C,1,2/14/17
21644570,6/1/16,C,1,3/18/17
21644570,6/1/16,C,1,4/16/17
21644570,6/1/16,C,1,6/2/16
21644570,6/1/16,C,1,3/17/17
21644570,6/1/16,C,1,9/21/16
21644570,6/1/16,C,1,10/25/16
21644570,6/1/16,C,1,3/26/17
21644570,6/1/16,C,1,6/28/16
21644570,6/1/16,C,1,7/1/16
21644570,6/1/16,C,1,11/3/16
21644570,6/1/16,C,1,3/23/17
21644570,6/1/16,C,1,4/17/17
21644570,6/1/16,C,1,6/9/16
21644570,6/1/16,C,1,8/4/16
21644570,6/1/16,C,1,9/12/16
21644570,6/1/16,C,1,6/22/16
21644693,6/1/16,B,1,7/5/16
21644693,6/1/16,B,1,6/1/16
21646361,6/1/16,C,2,6/13/16
21646361,6/1/16,C,2,6/7/16
21646361,6/1/16,C,2,6/28/16
21646361,6/1/16,C,2,10/19/16
21646361,6/1/16,C,2,6/3/16
21646361,6/1/16,C,2,12/13/16
21646361,6/1/16,C,2,6/11/16
21646361,6/1/16,C,2,6/12/16
21646361,6/1/16,C,2,1/13/17
21646361,6/1/16,C,2,6/1/16
21646361,6/1/16,C,2,1/17/17
21646361,6/1/16,C,2,6/10/16
21646361,6/1/16,C,2,1/23/17
21646361,6/1/16,C,2,1/5/17
21646361,6/1/16,C,2,11/9/16
21646361,6/1/16,C,2,6/18/16
21646407,6/1/16,A,5,12/21/16
21646407,6/1/16,A,5,6/1/16
21646407,6/1/16,A,5,6/2/16
21647456,6/1/16,C,6,6/27/16
21647456,6/1/16,C,6,9/17/16
21647456,6/1/16,C,6,7/21/16
21647456,6/1/16,C,6,8/28/16
21647456,6/1/16,C,6,12/8/16
21647456,6/1/16,C,6,11/9/16
21647456,6/1/16,C,6,6/14/16
21647456,6/1/16,C,6,8/27/16
21647456,6/1/16,C,6,6/25/16
21647456,6/1/16,C,6,6/5/16
21647456,6/1/16,C,6,6/28/16
21647456,6/1/16,C,6,2/28/17
21647456,6/1/16,C,6,6/7/16
21647456,6/1/16,C,6,7/3/16
21647456,6/1/16,C,6,8/16/16
21647456,6/1/16,C,6,6/13/16
21647456,6/1/16,C,6,7/14/16
21647456,6/1/16,C,6,12/27/16
21647456,6/1/16,C,6,6/24/16
21647456,6/1/16,C,6,9/2/16
21647456,6/1/16,C,6,8/20/16
21647456,6/1/16,C,6,12/11/16
21647456,6/1/16,C,6,6/3/16
21647456,6/1/16,C,6,6/6/16
21647456,6/1/16,C,6,6/17/16
21647456,6/1/16,C,6,7/7/16
21647456,6/1/16,C,6,7/4/16
21647456,6/1/16,C,6,8/30/16
21647456,6/1/16,C,6,1/7/17
21647456,6/1/16,C,6,7/19/16
21647456,6/1/16,C,6,7/13/16
21647456,6/1/16,C,6,6/26/16
21647456,6/1/16,C,6,12/12/16
21647456,6/1/16,C,6,8/9/16
21647456,6/1/16,C,6,8/31/16
21647456,6/1/16,C,6,6/1/16
21647456,6/1/16,C,6,10/10/16
21637109,6/1/16,A,5,6/1/16
21637109,6/1/16,A,5,10/12/16
21637109,6/1/16,A,5,10/11/16
21637109,6/1/16,A,5,11/27/16
21637109,6/1/16,A,5,8/3/16
21637109,6/1/16,A,5,12/3/16
21637109,6/1/16,A,5,10/9/16
21637109,6/1/16,A,5,1/14/17
21637109,6/1/16,A,5,4/23/17
21637109,6/1/16,A,5,7/14/16
21637109,6/1/16,A,5,9/28/16
21637109,6/1/16,A,5,6/30/16
21637109,6/1/16,A,5,9/13/16
21637109,6/1/16,A,5,9/11/16
21637109,6/1/16,A,5,10/30/16
21637109,6/1/16,A,5,9/14/16
21637109,6/1/16,A,5,8/30/16
21637109,6/1/16,A,5,11/14/16
21637109,6/1/16,A,5,8/4/16
21637109,6/1/16,A,5,10/10/16
21637109,6/1/16,A,5,7/8/16
21637109,6/1/16,A,5,6/9/16
21637109,6/1/16,A,5,3/24/17
21637109,6/1/16,A,5,1/15/17
21637109,6/1/16,A,5,3/7/17
21637109,6/1/16,A,5,4/20/17
21637109,6/1/16,A,5,7/24/16
21637109,6/1/16,A,5,10/2/16
21637109,6/1/16,A,5,10/5/16
21637109,6/1/16,A,5,10/14/16
21637109,6/1/16,A,5,4/4/17
21637109,6/1/16,A,5,3/23/17
21637109,6/1/16,A,5,3/6/17
21639876,6/1/16,C,1,7/13/16
21639876,6/1/16,C,1,9/16/16
21639876,6/1/16,C,1,8/24/16
21639876,6/1/16,C,1,8/17/16
21639876,6/1/16,C,1,6/1/16
21639876,6/1/16,C,1,7/27/16
21639876,6/1/16,C,1,11/4/16
21639876,6/1/16,C,1,12/14/16
21639876,6/1/16,C,1,3/26/17
21639876,6/1/16,C,1,8/31/16
21639876,6/1/16,C,1,6/8/16
21639876,6/1/16,C,1,2/7/17
21639876,6/1/16,C,1,12/27/16
21639876,6/1/16,C,1,1/1/17
21639876,6/1/16,C,1,2/22/17
21639876,6/1/16,C,1,8/11/16
21639876,6/1/16,C,1,7/29/16
21639876,6/1/16,C,1,8/22/16
21639876,6/1/16,C,1,2/14/17
21639876,6/1/16,C,1,8/3/16
21639876,6/1/16,C,1,3/8/17
21639876,6/1/16,C,1,7/21/16
21642250,6/1/16,C,1,6/1/16
21642250,6/1/16,C,1,4/27/17
21642250,6/1/16,C,1,8/14/16
21642250,6/1/16,C,1,1/8/17
21642250,6/1/16,C,1,4/24/17
21642250,6/1/16,C,1,8/7/16
21642250,6/1/16,C,1,8/5/16
21642250,6/1/16,C,1,4/25/17
21642250,6/1/16,C,1,1/11/17
21642417,6/1/16,C,1,9/13/16
21642417,6/1/16,C,1,4/15/17
21642417,6/1/16,C,1,6/1/16
21642417,6/1/16,C,1,9/21/16
21642417,6/1/16,C,1,6/22/16
21642417,6/1/16,C,1,9/23/16
21642417,6/1/16,C,1,7/6/16
21642417,6/1/16,C,1,9/10/16
21642417,6/1/16,C,1,9/24/16
21642516,6/1/16,A,5,6/1/16
21644039,6/1/16,C,6,3/15/17
21644039,6/1/16,C,6,3/6/17
21644039,6/1/16,C,6,6/2/16
21644039,6/1/16,C,6,3/17/17
21644039,6/1/16,C,6,3/16/17
21644039,6/1/16,C,6,8/22/16
21644039,6/1/16,C,6,6/1/16
21644039,6/1/16,C,6,6/12/16
21645315,6/1/16,C,1,6/1/16
21645746,6/1/16,C,6,7/4/16
21645746,6/1/16,C,6,9/3/16
21645746,6/1/16,C,6,4/11/17
21645746,6/1/16,C,6,6/2/16
21645746,6/1/16,C,6,7/19/16
21645746,6/1/16,C,6,8/13/16
21645746,6/1/16,C,6,7/15/16
21645746,6/1/16,C,6,8/2/16
21645746,6/1/16,C,6,8/27/16
21645746,6/1/16,C,6,3/21/17
21645746,6/1/16,C,6,11/3/16
21645746,6/1/16,C,6,9/17/16
21645746,6/1/16,C,6,1/10/17
21645746,6/1/16,C,6,8/16/16
21645746,6/1/16,C,6,6/14/16
21645746,6/1/16,C,6,7/9/16
21645746,6/1/16,C,6,7/23/16
21645746,6/1/16,C,6,6/11/16
21645746,6/1/16,C,6,7/26/16
21645746,6/1/16,C,6,11/15/16
21645746,6/1/16,C,6,6/28/16
21645746,6/1/16,C,6,3/9/17
21645746,6/1/16,C,6,9/1/16
21645746,6/1/16,C,6,9/10/16
21645746,6/1/16,C,6,7/12/16
21645746,6/1/16,C,6,6/7/16
21645746,6/1/16,C,6,4/2/17
21645746,6/1/16,C,6,8/9/16
21645746,6/1/16,C,6,10/11/16
21645746,6/1/16,C,6,11/13/16
21645746,6/1/16,C,6,6/21/16
21645746,6/1/16,C,6,10/17/16
21645746,6/1/16,C,6,6/1/16
21645746,6/1/16,C,6,6/8/16
21645746,6/1/16,C,6,7/6/16
21645746,6/1/16,C,6,8/20/16
21645746,6/1/16,C,6,2/21/17
21645746,6/1/16,C,6,7/29/16
21645746,6/1/16,C,6,6/4/16
21645746,6/1/16,C,6,10/15/16
21645746,6/1/16,C,6,7/8/16
21645746,6/1/16,C,6,7/28/16
21645746,6/1/16,C,6,7/16/16
21645746,6/1/16,C,6,8/23/16
21645746,6/1/16,C,6,8/24/16
21645746,6/1/16,C,6,9/14/16
21645746,6/1/16,C,6,7/13/16
21645746,6/1/16,C,6,8/6/16
21645746,6/1/16,C,6,8/30/16
21645746,6/1/16,C,6,6/18/16
21645746,6/1/16,C,6,10/1/16
21645746,6/1/16,C,6,8/28/16
21645746,6/1/16,C,6,6/25/16
21645746,6/1/16,C,6,6/5/16
21645746,6/1/16,C,6,7/30/16
21645746,6/1/16,C,6,8/18/16
21645746,6/1/16,C,6,6/17/16
21646274,6/1/16,C,6,1/30/17
21646274,6/1/16,C,6,6/3/16
21646274,6/1/16,C,6,8/27/16
21646274,6/1/16,C,6,11/3/16
21646274,6/1/16,C,6,12/22/16
21646274,6/1/16,C,6,1/1/17
21646274,6/1/16,C,6,4/14/17
21646274,6/1/16,C,6,8/28/16
21646274,6/1/16,C,6,6/2/16
21646274,6/1/16,C,6,11/9/16
21646274,6/1/16,C,6,4/11/17
21646274,6/1/16,C,6,3/9/17
21646274,6/1/16,C,6,1/9/17
21646274,6/1/16,C,6,2/13/17
21646274,6/1/16,C,6,4/21/17
21646274,6/1/16,C,6,2/28/17
21646274,6/1/16,C,6,11/16/16
21646274,6/1/16,C,6,8/18/16
21646274,6/1/16,C,6,3/26/17
21646274,6/1/16,C,6,2/2/17
21646274,6/1/16,C,6,2/1/17
21646274,6/1/16,C,6,12/23/16
21646274,6/1/16,C,6,4/24/17
21646274,6/1/16,C,6,8/15/16
21646274,6/1/16,C,6,6/1/16
21646274,6/1/16,C,6,10/18/16
21646274,6/1/16,C,6,6/26/16
21646274,6/1/16,C,6,9/14/16
21646274,6/1/16,C,6,11/14/16
21646274,6/1/16,C,6,6/6/16
21646274,6/1/16,C,6,9/30/16
21646274,6/1/16,C,6,9/7/16
21646274,6/1/16,C,6,4/12/17
21647352,6/1/16,B,2,6/1/16
21647802,6/1/16,C,2,6/10/16
21647802,6/1/16,C,2,6/17/16
21647802,6/1/16,C,2,6/6/16
21647802,6/1/16,C,2,3/5/17
21647802,6/1/16,C,2,9/28/16
21647802,6/1/16,C,2,12/10/16
21647802,6/1/16,C,2,6/4/16
21647802,6/1/16,C,2,6/1/16
21647802,6/1/16,C,2,6/3/16
21647802,6/1/16,C,2,10/2/16
21647802,6/1/16,C,2,6/2/16
21636622,6/1/16,C,1,6/1/16
21636868,6/1/16,C,1,11/2/16
21636868,6/1/16,C,1,6/30/16
21636868,6/1/16,C,1,7/11/16
21636868,6/1/16,C,1,11/16/16
21636868,6/1/16,C,1,8/24/16
21636868,6/1/16,C,1,12/26/16
21636868,6/1/16,C,1,10/23/16
21636868,6/1/16,C,1,11/28/16
21636868,6/1/16,C,1,1/5/17
21636868,6/1/16,C,1,9/28/16
21636868,6/1/16,C,1,7/25/16
21636868,6/1/16,C,1,6/15/16
21636868,6/1/16,C,1,6/4/16
21636868,6/1/16,C,1,12/21/16
21636868,6/1/16,C,1,9/8/16
21636868,6/1/16,C,1,6/6/16
21636868,6/1/16,C,1,8/6/16
21636868,6/1/16,C,1,8/1/16
21636868,6/1/16,C,1,9/22/16
21636868,6/1/16,C,1,6/18/16
21636868,6/1/16,C,1,6/17/16
21636868,6/1/16,C,1,9/11/16
21636868,6/1/16,C,1,6/1/16
21636868,6/1/16,C,1,12/10/16
21636868,6/1/16,C,1,7/20/16
21636868,6/1/16,C,1,8/10/16
21636868,6/1/16,C,1,10/8/16
21636868,6/1/16,C,1,7/15/16
21636868,6/1/16,C,1,12/1/16
21636868,6/1/16,C,1,8/8/16
21636868,6/1/16,C,1,10/19/16
